,click,banner_pos,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,site_id_enconde,site_domain_enconde,site_category_enconde,app_id_enconde,app_domain_enconde,app_category_enconde,device_id_enconde,device_ip_enconde,device_model_enconde
104,1,1,1,2,1005,20596,320,50,2161,0,35,-1,157,564,468,6,451,18,0,1905,2625,989
105,1,0,1,2,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11663,1662
106,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7805,778
107,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,4523,1487
108,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13542,116
109,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9405,227
110,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,441,547
111,1,0,1,3,1005,15704,320,50,1722,0,35,-1,79,294,377,5,205,5,7,1192,17390,1634
112,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,178,474,12,451,18,0,1905,2093,116
113,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7093,686
114,1,0,0,0,1002,21660,320,50,2446,3,171,100228,156,291,377,5,451,18,0,387,1058,1436
115,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,4091,1359
116,1,1,1,0,1005,18993,320,50,2161,0,35,-1,157,327,237,3,451,18,0,1905,12399,496
117,1,0,1,2,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10651,1764
118,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,4750,116
119,1,0,0,0,1002,21300,320,50,2446,3,171,100228,156,291,377,5,451,18,0,1400,6914,1436
120,1,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,14249,547
121,1,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,11336,943
122,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,7424,1654
123,1,1,1,0,1005,19950,320,50,1800,3,167,100074,23,47,17,12,451,18,0,1905,11756,1508
124,1,0,1,0,1005,17654,300,250,1994,2,39,100083,33,204,220,4,451,18,0,1905,6021,1710
125,1,0,1,2,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14144,834
126,1,0,1,0,1005,19666,300,250,2253,2,303,100205,52,556,434,2,451,18,0,1905,4295,1015
127,1,1,1,2,1005,20596,320,50,2161,0,35,-1,157,132,77,6,451,18,0,1905,7369,989
128,1,1,1,0,1005,20363,216,36,2333,0,39,-1,157,442,240,12,451,18,0,1905,9447,25
129,1,1,1,0,1005,15702,320,50,1722,0,35,-1,79,476,294,12,451,18,0,1905,10285,943
130,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,13332,1738
131,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9471,1460
132,1,1,1,0,1005,17753,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,16122,948
133,1,0,1,0,1005,20751,320,50,1895,0,681,100028,101,294,377,5,105,5,2,948,4150,1582
134,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,6131,814
135,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,290,5,13,1905,4128,292
136,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,348,217,12,451,18,0,1905,10778,1023
137,1,0,1,0,1005,21611,320,50,2480,3,297,100111,61,294,377,5,479,21,2,1905,1789,1050
138,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,6154,395
139,1,1,1,2,1005,20596,320,50,2161,0,35,100034,157,260,369,4,451,18,0,1905,5906,989
140,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,290,547
141,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,7669,37
142,1,0,1,0,1005,19666,300,250,2253,2,303,100138,52,336,25,2,451,18,0,1905,1830,1306
143,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4413,395
144,1,0,1,0,1005,17653,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,16756,269
145,1,0,1,0,1005,17654,300,250,1994,2,39,-1,33,328,220,4,451,18,0,1905,12167,910
146,1,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,5183,948
147,1,0,1,2,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,485,1662
148,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1960,8424,1679
149,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2445,438
150,1,0,1,0,1005,15704,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,1568,269
151,1,0,1,0,1005,15704,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,1439,561
152,1,0,1,0,1005,18993,320,50,2161,0,35,100065,157,294,377,5,21,10,13,1905,17134,491
153,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7401,686
154,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6250,438
155,1,0,1,0,1005,20093,300,250,2295,2,35,-1,23,204,220,4,451,18,0,1905,14484,943
156,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7375,227
157,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,8662,1358
158,1,1,1,0,1005,17037,320,50,1934,2,39,-1,16,493,240,12,451,18,0,1905,2978,1420
159,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,9665,436
160,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7150,778
161,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4115,438
162,1,0,1,0,1005,19016,300,250,2162,2,39,100103,33,328,220,4,451,18,0,1905,9035,1305
163,1,1,1,2,1005,6616,320,50,576,2,35,-1,32,514,375,12,451,18,0,1905,4907,210
164,1,0,1,0,1005,4687,320,50,423,2,39,100148,32,294,377,5,430,14,2,2126,3348,934
165,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8506,269
166,1,1,1,0,1005,20596,320,50,2161,0,35,-1,157,327,237,3,451,18,0,1905,6116,898
167,1,0,1,0,1005,6563,320,50,572,2,39,-1,32,294,377,5,163,5,2,1905,15184,622
168,1,1,1,0,1005,17614,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,13097,1738
169,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,850,1325
170,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11529,227
171,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,14075,1634
172,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3061,851
173,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,2299,45
174,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11030,1508
175,1,0,1,0,1005,20596,320,50,2161,0,35,-1,157,294,377,5,21,10,13,1905,16881,43
176,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3073,810
177,1,0,1,0,1005,16838,320,50,1882,3,35,-1,13,170,191,2,451,18,0,1905,11335,1743
178,1,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,478,172
179,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,328,220,4,451,18,0,1905,15308,910
180,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,7683,778
181,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4913,492
182,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,6522,241
183,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10196,37
184,1,0,0,0,1002,21678,320,50,2495,2,167,-1,23,294,377,5,307,18,0,2540,7329,237
185,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7401,1190
186,1,0,1,0,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8101,1607
187,1,1,1,0,1005,19950,320,50,1800,3,167,100081,23,22,148,12,451,18,0,1905,5650,1488
188,1,0,1,0,1005,19666,300,250,2253,2,303,-1,52,556,434,2,451,18,0,1905,3544,1546
189,1,0,1,3,1005,21399,320,50,1401,0,43,100101,94,294,377,5,161,5,7,941,14449,1264
190,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13899,1470
191,1,1,1,0,1005,17753,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,5582,7
192,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14256,395
193,1,0,1,0,1005,17653,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,13321,1508
194,1,1,1,0,1005,19771,320,50,2227,0,687,-1,48,206,34,12,451,18,0,1905,15057,1064
195,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14144,866
196,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11025,943
197,1,0,1,0,1005,17653,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,3066,438
198,1,0,1,2,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5087,1307
199,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,16589,92
200,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,2397,11104,1306
201,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,16496,283
202,1,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3127,1069
203,1,0,1,0,1005,19666,300,250,2253,2,303,-1,52,556,434,2,451,18,0,1905,3827,227
204,1,0,1,0,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,13089,438
205,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6173,778
206,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,12044,1508
207,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,476,294,12,451,18,0,1905,15264,71
208,1,1,1,0,1005,20966,320,50,2372,0,813,-1,46,550,192,12,451,18,0,1905,15490,976
209,1,1,1,0,1005,20980,320,50,2371,0,551,100217,46,514,375,12,451,18,0,1905,14491,1219
210,1,0,1,0,1005,15702,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,6657,241
211,1,0,1,0,1005,12000,320,50,1248,2,39,-1,13,294,377,5,475,5,2,1905,4082,226
212,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,3871,101
213,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,3325,1359
214,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,764,778
215,1,1,1,0,1005,15707,320,50,1722,0,35,-1,79,431,334,12,451,18,0,1905,3373,1487
216,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4262,778
217,1,0,0,0,1002,21677,320,50,2495,2,167,-1,23,294,377,5,15,18,0,1113,16796,972
218,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5053,943
219,1,0,1,2,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7247,744
220,1,0,1,0,1005,20751,320,50,1895,0,681,100028,101,294,377,5,74,32,2,1905,12798,1695
221,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2041,395
222,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13375,1743
223,1,0,1,0,1005,20093,300,250,2295,2,35,-1,23,204,220,4,451,18,0,1905,980,1338
224,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,17242,395
225,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,652,810
226,1,1,1,0,1005,20362,320,50,2333,0,39,-1,157,493,240,12,451,18,0,1905,11360,547
227,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,294,377,5,3,5,7,1905,2047,1508
228,1,0,1,0,1005,20596,320,50,2161,0,35,-1,157,294,377,5,69,18,2,1905,16027,227
229,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14520,227
230,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,257,11,5,451,18,0,2754,16420,956
231,1,0,1,0,1005,18993,320,50,2161,0,35,-1,157,446,364,12,451,18,0,1905,8356,1518
232,1,0,1,0,1005,15705,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,6863,7
233,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2346,492
234,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,14875,778
235,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,4645,1470
236,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15126,1190
237,1,0,1,0,1005,18993,320,50,2161,0,35,100034,157,294,377,5,443,5,2,1402,4698,1767
238,1,1,1,0,1005,21610,300,50,2480,3,297,100111,61,294,377,5,71,7,2,1905,10157,636
239,1,1,1,0,1005,18092,320,50,2060,3,39,100171,23,476,294,12,451,18,0,1905,7432,116
240,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,278,302,7,451,18,0,1905,7168,814
241,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3759,116
242,1,0,1,0,1005,20346,300,250,2331,2,39,-1,23,204,220,4,451,18,0,1905,10934,331
243,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2480,1359
244,1,1,1,0,1005,6616,320,50,576,2,35,100131,32,514,375,12,451,18,0,1905,13202,285
245,1,0,1,0,1005,20596,320,50,2161,0,35,-1,157,338,162,13,451,18,0,1905,8529,296
246,1,0,1,0,1005,20596,320,50,2161,0,35,-1,157,294,377,5,17,0,2,1905,3971,1164
247,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6765,561
248,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7681,1149
249,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,170,191,2,451,18,0,1905,5575,944
250,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1905,10486,547
251,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3799,778
252,1,1,1,0,1005,16071,320,50,1784,2,175,-1,95,206,34,12,451,18,0,1905,10246,1305
253,1,0,1,2,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14850,796
254,1,0,1,0,1005,1275,320,50,196,3,303,-1,15,294,377,5,475,5,2,1905,9212,1196
255,1,0,1,3,1005,20751,320,50,1895,0,681,100028,101,294,377,5,224,5,2,2729,12377,1097
256,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11797,118
257,1,0,0,0,1002,21660,320,50,2446,3,171,100228,156,291,377,5,451,18,0,2205,10427,1436
258,1,0,1,0,1005,16208,320,50,1800,3,167,100077,23,223,287,12,451,18,0,1905,13297,810
259,1,0,0,0,1002,21680,320,50,2496,3,167,100191,23,291,377,5,451,18,0,2178,16656,397
260,1,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6203,541
261,1,1,1,0,1005,17753,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,4276,1110
262,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,16692,274
