,click,banner_pos,device_type,device_conn_type,C1,C14,C15,C16,C17,C18,C19,C20,C21,site_id_enconde,site_domain_enconde,site_category_enconde,app_id_enconde,app_domain_enconde,app_category_enconde,device_id_enconde,device_ip_enconde,device_model_enconde
57,1,0,1,2,1005,20014,300,250,2284,3,39,-1,23,294,377,5,304,5,2,1071,6289,1167
58,1,0,1,0,1005,15708,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,7261,260
59,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,15329,1325
60,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,9075,547
61,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,261,1149
62,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,7821,1508
63,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,16412,1508
64,1,0,0,0,1002,21300,320,50,2446,3,171,100228,156,291,377,5,451,18,0,697,3450,1436
65,1,1,1,0,1005,20632,320,50,2374,3,39,-1,23,47,17,12,451,18,0,1905,878,213
66,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,485,1190
67,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5528,187
68,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7901,561
69,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7681,943
70,1,0,1,0,1005,18993,320,50,2161,0,35,-1,157,294,377,5,244,18,2,2828,14740,1243
71,1,0,1,2,1005,380,320,50,112,3,1319,-1,15,294,377,5,349,5,2,1905,11909,833
72,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,14144,227
73,1,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8867,561
74,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15745,547
75,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7247,1394
76,1,1,1,0,1005,20984,320,50,2371,0,551,-1,46,493,240,12,451,18,0,1905,13223,935
77,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1547,1359
78,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12234,395
79,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1520,948
80,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,16398,199
81,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15551,943
82,1,0,1,2,1005,18993,320,50,2161,0,35,-1,157,294,377,5,21,10,13,1905,14567,1492
83,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,328,220,4,451,18,0,1905,15370,910
84,1,0,1,0,1005,6616,320,50,576,2,35,-1,32,294,377,5,430,14,2,1287,5484,910
85,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3178,943
86,1,0,1,0,1005,20980,320,50,2371,0,551,-1,46,294,377,5,284,32,2,1905,7562,1189
87,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,11840,1149
88,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,17085,1665
89,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5999,116
90,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12734,547
91,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14850,561
92,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12144,395
93,1,0,1,0,1005,15704,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,6266,778
94,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,170,191,2,451,18,0,1905,2234,554
95,1,1,1,0,1005,17614,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,13305,438
96,1,1,1,0,1005,19771,320,50,2227,0,687,-1,48,47,17,12,451,18,0,1905,7436,452
97,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12879,1607
98,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6746,1110
99,1,0,1,0,1005,15708,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,2773,603
100,1,1,1,0,1005,16920,320,50,1899,0,431,100081,117,213,37,12,451,18,0,1905,16585,1430
101,1,0,1,0,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,13950,1762
102,1,1,1,0,1005,17614,320,50,1993,2,1063,100084,33,476,294,12,451,18,0,1905,16837,810
103,1,0,1,0,1005,17863,300,250,2036,3,47,-1,156,294,377,5,304,5,2,0,4880,915
104,1,1,1,0,1005,17614,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,2420,1359
105,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12233,37
106,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7328,227
107,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,566,340,4,451,18,0,1905,27,943
108,1,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,15603,943
109,1,0,1,3,1005,454,320,50,122,3,1319,100205,15,294,377,5,224,5,2,688,10605,833
110,1,0,1,2,1005,15706,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8464,650
111,1,0,0,0,1002,21660,320,50,2446,3,171,100228,156,291,377,5,451,18,0,146,6904,1436
112,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8857,1353
113,1,0,1,2,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,14578,106
114,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,4092,1508
115,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,7871,686
116,1,0,0,0,1002,21660,320,50,2446,3,171,100228,156,291,377,5,451,18,0,1161,13840,1436
117,1,1,1,0,1005,20352,320,50,2333,0,39,-1,157,493,240,12,451,18,0,1905,4691,340
118,1,1,1,0,1005,6616,320,50,576,2,35,-1,32,199,161,12,451,18,0,1905,16814,943
119,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11108,1359
120,1,1,1,0,1005,16071,320,50,1784,2,175,100081,95,206,34,12,451,18,0,1905,11126,810
121,1,1,1,0,1005,6991,320,50,613,2,39,100233,32,24,75,2,451,18,0,1905,9497,1305
122,1,0,1,0,1005,15706,320,50,1722,0,35,-1,79,451,175,12,451,18,0,1905,10456,1359
123,1,1,1,0,1005,15706,320,50,1722,0,35,-1,79,150,75,2,451,18,0,1905,16608,438
124,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13147,1359
125,1,0,1,0,1005,20980,320,50,2371,0,551,100215,46,294,377,5,254,32,2,1905,6105,1050
126,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11529,260
127,1,0,1,0,1005,16920,320,50,1899,0,431,100074,117,170,191,2,451,18,0,1905,13737,943
128,1,0,1,0,1005,20352,320,50,2333,0,39,-1,157,51,167,12,451,18,0,1905,14965,1305
129,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,11617,1508
130,1,0,1,0,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,8155,943
131,1,1,1,0,1005,20312,320,50,1780,0,1711,100077,48,22,148,12,451,18,0,1905,1720,261
132,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7926,116
133,1,0,1,0,1005,20984,320,50,2371,0,551,-1,46,294,377,5,284,32,2,1905,15870,1189
134,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,7078,1508
135,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13975,395
136,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,282,213,5,451,18,0,795,8734,891
137,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,17239,814
138,1,0,1,0,1005,21277,300,250,2443,2,39,-1,23,204,220,4,451,18,0,1905,16657,227
139,1,1,1,0,1005,20632,320,50,2374,3,39,-1,23,47,17,12,451,18,0,1905,3681,227
140,1,1,1,0,1005,17014,320,50,1872,3,39,-1,23,493,240,12,451,18,0,1905,11902,1508
141,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,12170,269
142,1,1,1,0,1005,20970,320,50,2372,0,813,-1,46,514,375,12,451,18,0,1905,15604,227
143,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12168,547
144,1,1,1,0,1005,20966,320,50,2372,0,813,100225,46,493,240,12,451,18,0,1905,15782,228
145,1,0,1,3,1005,16263,320,50,1528,3,39,100177,23,294,377,5,309,5,11,1905,9472,1478
146,1,1,1,0,1005,4687,320,50,423,2,39,100148,32,493,240,12,451,18,0,1905,5829,1743
147,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2458,890
148,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9480,543
149,1,1,1,0,1005,21411,320,50,2467,2,167,100077,23,47,17,12,451,18,0,1905,13462,38
150,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9614,814
151,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5999,1508
152,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11838,1508
153,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2031,778
154,1,0,1,0,1005,20345,300,250,2331,2,39,100034,23,115,128,12,451,18,0,1905,17301,1657
155,1,1,1,0,1005,20633,320,50,2374,3,39,-1,23,493,240,12,451,18,0,1905,4969,116
156,1,0,1,0,1005,15703,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,3636,227
157,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7681,213
158,1,1,1,2,1005,20596,320,50,2161,0,35,-1,157,503,13,3,451,18,0,1905,4463,1586
159,1,1,1,0,1005,17614,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,8173,1359
160,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,128,377,5,451,18,0,2373,13341,115
161,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,11419,561
162,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,9899,352
163,1,0,1,0,1005,15706,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,11676,1149
164,1,0,1,2,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,290,744
165,1,1,1,0,1005,17614,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,1795,1470
166,1,0,1,0,1005,15704,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,13622,221
167,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10930,1190
168,1,0,1,0,1005,19015,300,250,2162,2,39,-1,33,236,220,4,451,18,0,1905,1620,156
169,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7598,395
170,1,1,1,0,1005,18993,320,50,2161,0,35,-1,157,454,366,3,451,18,0,1905,14492,1254
171,1,0,0,0,1002,6616,320,50,576,2,35,-1,32,300,442,5,451,18,0,625,4528,1443
172,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,558,1683
173,1,1,1,0,1005,20352,320,50,2333,0,39,100081,157,206,34,12,451,18,0,1905,14890,943
174,1,0,1,0,1005,15704,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,16358,1110
175,1,0,0,0,1002,21661,320,50,2446,3,171,100228,156,291,377,5,451,18,0,2354,15667,1436
176,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,428,3432,116
177,1,0,1,0,1005,20346,300,250,2331,2,39,-1,23,115,128,12,451,18,0,1905,2976,227
178,1,1,4,0,1010,21665,320,50,2493,3,35,-1,117,294,377,5,167,18,2,1393,14551,833
179,1,0,1,0,1005,19666,300,250,2253,2,303,-1,52,170,191,2,451,18,0,1905,9153,910
180,1,0,1,0,1005,15704,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,7856,814
181,1,0,0,0,1002,21661,320,50,2446,3,171,100228,156,291,377,5,451,18,0,1530,10178,1436
182,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,290,586
183,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2480,1359
184,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,5999,778
185,1,1,1,0,1005,20980,320,50,2371,0,551,100217,46,493,240,12,451,18,0,1905,7886,384
186,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,7377,395
187,1,0,0,0,1002,17081,320,50,1921,3,47,100074,23,427,89,5,451,18,0,1128,2489,103
188,1,1,1,2,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,16831,1507
189,1,0,1,0,1005,15707,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,12942,241
190,1,0,1,0,1005,17914,320,50,2043,2,39,100084,32,476,294,12,451,18,0,1905,3205,686
191,1,0,1,0,1005,20632,320,50,2374,3,39,-1,23,294,377,5,290,5,13,1905,3977,1306
192,1,0,1,0,1005,17653,300,250,1994,2,39,100084,33,517,294,12,451,18,0,1905,699,1508
193,1,1,1,0,1005,16920,320,50,1899,0,431,100074,117,213,37,12,451,18,0,1905,14881,60
194,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,8865,124
195,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,9784,959
196,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,10330,1508
197,1,0,1,0,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,5461,399
198,1,0,1,0,1005,20345,300,250,2331,2,39,100034,23,115,128,12,451,18,0,1905,4263,1742
199,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,6158,633
200,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,1586,199
201,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,2039,395
202,1,0,0,0,1002,21200,320,50,2427,0,169,100105,91,294,377,5,149,18,0,769,16240,486
203,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3788,547
204,1,1,1,0,1005,17614,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,3948,1762
205,1,0,1,0,1005,18993,320,50,2161,0,35,-1,157,446,364,12,451,18,0,1905,2145,864
206,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1118,686
207,1,0,1,0,1005,20751,320,50,1895,0,681,100028,101,294,377,5,290,5,13,1905,5006,1450
208,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,3091,1359
209,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,12901,1508
210,1,0,1,0,1005,18993,320,50,2161,0,35,-1,157,3,10,8,451,18,0,1905,6432,959
211,1,0,1,0,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10285,213
212,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,13334,547
213,1,1,1,0,1005,20980,320,50,2371,0,551,100217,46,514,375,12,451,18,0,1905,467,732
214,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,8912,352
215,1,0,1,0,1005,15699,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,4661,227
216,1,0,1,0,1005,6558,320,50,571,2,39,100050,32,294,377,5,163,5,2,154,946,1305
217,1,0,1,0,1005,6558,320,50,571,2,39,-1,32,294,377,5,428,5,7,1345,14529,814
218,1,0,1,2,1005,20596,320,50,2161,0,35,100034,157,294,377,5,443,5,2,2439,5359,968
219,1,0,1,0,1005,19665,320,50,2253,2,303,-1,52,556,434,2,451,18,0,1905,10277,285
220,1,1,1,0,1005,19771,320,50,2227,0,687,100077,48,206,34,12,451,18,0,1905,14189,722
221,1,0,1,0,1005,17654,300,250,1994,2,39,100084,33,204,220,4,451,18,0,1905,8673,1149
222,1,0,1,0,1005,20633,320,50,2374,3,39,-1,23,294,377,5,430,14,2,1905,11491,227
223,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9794,1359
224,1,0,1,2,1005,15702,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,10880,1498
225,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,250,41,4,451,18,0,1905,1772,470
226,1,0,1,0,1005,15705,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,9018,199
227,1,0,1,0,1005,4687,320,50,423,2,39,-1,32,294,377,5,430,14,2,1905,5941,1654
228,1,0,1,0,1005,19666,300,250,2253,2,303,-1,52,170,191,2,451,18,0,1905,7568,1293
229,1,0,1,0,1005,15707,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,1013,686
230,1,0,0,0,1002,21300,320,50,2446,3,171,100228,156,291,377,5,451,18,0,91,1553,1436
231,1,0,1,0,1005,15701,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,13990,1110
232,1,0,1,0,1005,15701,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,7939,959
233,1,1,1,0,1005,16920,320,50,1899,0,431,-1,117,213,37,12,451,18,0,1905,12574,1488
234,1,0,1,0,1005,17653,300,250,1994,2,39,-1,33,328,220,4,451,18,0,1905,11201,910
235,1,1,1,0,1005,17753,320,50,1993,2,1063,-1,33,476,294,12,451,18,0,1905,6277,547
236,1,0,1,0,1005,20345,300,250,2331,2,39,-1,23,115,128,12,451,18,0,1905,2976,227
237,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,1362,547
238,1,0,1,0,1005,17654,300,250,1994,2,39,-1,33,204,220,4,451,18,0,1905,4998,45
239,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,456,278,5,451,18,0,2379,13469,379
240,1,1,1,0,1005,17893,320,50,2039,2,39,-1,32,45,355,12,451,18,0,1905,13271,56
241,1,0,1,0,1005,15704,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3851,586
242,1,1,1,0,1005,16920,320,50,1899,0,431,100077,117,213,37,12,451,18,0,1905,16835,1513
243,1,1,1,0,1005,19771,320,50,2227,0,687,100075,48,213,37,12,451,18,0,1905,5760,1285
244,1,0,1,0,1005,20366,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,12706,1694
245,1,0,1,0,1005,15702,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,717,936
246,1,0,1,0,1005,19665,320,50,2253,2,303,100128,52,556,434,2,451,18,0,1905,922,279
247,1,0,0,0,1002,17081,320,50,1921,3,47,-1,23,257,142,5,451,18,0,248,4770,1176
248,1,0,1,0,1005,17654,300,250,1994,2,39,100083,33,236,220,4,451,18,0,1905,5382,913
249,1,0,1,0,1005,19771,320,50,2227,0,687,-1,48,294,377,5,470,13,2,64,13073,258
250,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,14847,1359
251,1,0,1,0,1005,15708,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,8733,1353
252,1,0,1,0,1005,15699,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,15681,943
253,1,0,1,2,1005,15702,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,13713,650
254,1,0,1,0,1005,20362,320,50,2333,0,39,-1,157,191,382,4,451,18,0,1905,10330,1508
255,1,0,1,0,1005,20751,320,50,1895,0,681,100028,101,294,377,5,105,5,2,948,4150,1582
256,1,1,1,0,1005,20366,320,50,2333,0,39,-1,157,493,240,12,451,18,0,1905,90,717
257,1,0,1,0,1005,15703,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,395,778
258,1,0,0,0,1002,19665,320,50,2253,2,303,-1,52,334,455,5,451,18,0,420,61,999
259,1,0,1,0,1005,15701,320,50,1722,0,35,100083,79,62,465,2,451,18,0,1905,12363,874
260,1,0,1,0,1005,15703,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,290,342
261,1,0,1,0,1005,15701,320,50,1722,0,35,-1,79,62,465,2,451,18,0,1905,4214,1508
262,1,0,1,2,1005,15705,320,50,1722,0,35,100084,79,62,465,2,451,18,0,1905,3491,1307
